title(공고명),body_text(공고내용),지원대상,소관기관,지원분야(대),지원분야(중),사업수행기관,문의처,신청기간,사업신청방법설명
2025년 목재제품 해외인증 취득 지원사업 공고,"목재기업의 수출 목표 국가에 대한 무역 규제 등 비관세 장벽을 낮춰 접근성 향상하고, 장기적 비즈니스 경쟁력 강화를 위한「목재제품 해외인증 취득 지원사업」을 공고하오니, 많은 관심과 적극적인 참여 부탁드립니다. ☞ 목재제품 수출(준비)업체 - 목재류 HS코드(44류)로 수출이 가능한 목재ㆍ목재제품 (또는 이를 가공하는 설비 등)을 생산하는 업체 ☞ 해외인증 취득에 필요한 심사비, 인증비, 컨설팅비 지원 - 예산범위 내 기업 당 최대 9,000천원 한도 지원",중소기업,산림청,기술,시험/인증,한국임업진흥원,한국임업진흥원 02-6393-2622,20250623 ~ 20250718,이메일 접수 (oja23@kofpi.or.kr) ※ PDF파일로 제출
[경기] 2025년 스타트업 아카데미 글로벌 유니콘 캠퍼스 과정 참여기업 모집 공고,"경기도와 경기도경제과학진흥원은 도내 우수 스타트업을 대상으로 ‘유니콘 기업’으로의 성장에 필요한 역량 강화 프로그램을 지원하기 위하여 경기 스타트업 아카데미 「글로벌 유니콘 캠퍼스 과정」 참여기업을 모집하오니 관심 있는 기업의 많은 참여 바랍니다. ☞ 도내 기술 분야 창업기업 7년 이내(단, 신기술 분야 10년 미만) 중 최근 3년 내 국내외 투자유치 실적 보유 기업 - 공고 마감일 기준 경기도 내 본사 소재 ☞ 투자유치 역량, 글로벌 비즈니스 역량, 기술융합 역량 강화 프로그램 지원 ※ 자세한 지원내용 공고문 참조",창업벤처,경기도,창업,창업정보제공,경기도경제과학진흥원,"경기도경제과학진흥원 [서류작성ㆍ제출/발표 문의] 02-6951-1423, contact@btbventures.co.kr / [지원내용 관련 문의] 031-8039-7104, 7091, emkim@gbsa.or.kr",20250623 ~ 20250711,온라인 접수 (경기스타트업플랫폼) ※ 모든 제출 서류는 PDF 파일로 변환하여 순번 기재 후 각각의 파일로 제출
[경기] 안산시 2025년 해외지사화 지원사업 참가기업 추가모집 공고,안산시에서는 관내 중소기업의 해외시장 판로개척과 수출활동을 지원하는「2025년 안산시 해외지사화 지원사업」에 참여할 기업을 아래와 같이 모집하오니 관심 있는 중소기업은 신청하여 주시기 바랍니다.  ☞ 관내에 본사 또는 공장이 소재한 중소기업 - 대한무역투자진흥공사(KOTRA) 등 유관기관이 주관하는 ‘해외지사화사업’에 선정된 중소기업 ☞ ‘2025년 해외지사화사업’ 참가비 업체당 최대 300만원 이내 지원(진입ㆍ발전단계만 지원) - 서비스단계 ‘진입’의 경우 : 사업 참가비 전액 지원(70만원) - 서비스단계 ‘발전’의 경우 : 사업 참가비의 60% 지원(144∼300만원),중소기업,경기도,수출,시장개척,기초자치단체,경기도 안산시 산업지원본부 기업지원과 해외지사화사업 담당자 (031-481-2093),예산 소진시까지,방문 또는 우편 접수 - 접수처 : [우편번호 15396] 안산시 단원구 중앙대로 685(초지동) 산업지원본부 기업지원과 해외지사화사업 담당자 앞
[경북] 경주시 2025년 E-커머스 지원사업 참여자 모집 공고,"경주시는 관내 소상공인의 온라인 판로 확대와 전자상거래 역량 강화를 위해 ‘2025 경주시 E-커머스 지원사업’을 추진합니다. 본 사업은 전문쇼호스트 라이브커머스 방송, AI쇼호스트 라이브커머스 방송, 온라인 스토어 개설 및 상세페이지 제작 등을 통해 소상공인의 디지털 시장 진출을 돕고자 마련된 프로그램입니다. 많은 관심과 참여 부탁드립니다. ☞ 공고일 현재 사업장 소재지가 경주이며 소상공인 확인서가 발급 가능한 업체  ※ 자세한 지원대상 공고문 참조 ☞ 라이브커머스 방송제작 및 유명플랫폼(네이버, 그립라이브 등) 송출, AI쇼호스트(개그맨 김영희 포함) 제작 및 유명플랫폼(네이버, 그립라이브 등) 송출 - E-커머스 지원(제품사진촬영, 상세페이지 제작, Shorts 제작, 스토어개설), 관련 마케팅 컨설팅  ※ 자세한 지원내용 공고문 참조",소상공인,경상북도,내수,온라인,기초자치단체,[접수ㆍ사업 문의] 케이시아이 이커머스팀 010-5428-6925 / [사업 문의] 경제정책과 경제정책팀 054-779-6233,20250609 ~ 20250704,"이메일 및 방문 접수 - 이메일 : chiwan@kcicorp.co.kr - 접수처 : 경주시 성동동 396-4 성동시장 공영주차장 3층 오픈스튜디오 ※ 인터넷접수, 이메일접수 시 접수 확인 및 문의 010-9352-8094 ※ 방문접수는 평일 10시 ~ 18시 접수"
[경기] 부천시 2025년 GAP 안전성 분석 지원사업 신청 공고,GAP 신규인증 농가 확대 및 인증 농산물의 안전성 확보를 위해 추진하는「2025년 GAP 안전성 분석 지원사업」대상자를 아래와 같이 공고하오니 신청 바랍니다. ☞「농수산물품질관리법」제6조에 따라 신청일 기준으로 GAP 인증을 유지하고 있는 농업경영체(주소지가 부천인 경우) ※ 자세한 지원대상 공고문 참조 ☞ 사업비 800천원 지원  - GAP 인증을 받은 자가 부담한 안전성 검사비용을 신청일자 기준으로 예산의 범위 내에서 지원 ※ 자세한 지원내용 공고문 참조,중소기업,경기도,기술,시험/인증,기초자치단체,"경기도 부천시 도시농업과 농산유통팀 032-625-2790, 2792",20250618 ~ 20251219,"방문 접수 - 접수처 : 부천시 도시농업과(부천시 원미구 길주로 210, 부천시청 3층"
2025년 K-Animation Global Showcase in Canada 피칭쇼케이스 참가기업 모집 공고,"한국콘텐츠진흥원은 한국 애니메이션의 해외시장 진출 및 공동제작 활성화를 위해 ‘2025년 K-Animation Global Showcase in Canada 피칭쇼케이스’ 에 참가할 프로젝트를 모집하오니 국내 기업의 많은 관심과 참여를 부탁드립니다. ☞ 해외 피칭쇼케이스를 통해 공동제작, 투자유치 등 글로벌 진출을 희망하는 국내 애니메이션 기업 ☞ 피칭컨설팅, 홍보자료 제작, 비즈매칭, 피칭쇼케이스, 여비 등 지원",중소기업,문화체육관광부,수출,해외진출,한국콘텐츠진흥원,"한국콘텐츠진흥원 애니메이션산업팀 (061-900-6413, mj2174@kocca.kr)",20250623 ~ 20250704,온라인 접수 (KOCCA 사업관리시스템)
[경기] 2025년 제2차 사회적가치지표(SVI) 측정 교육ㆍ컨설팅 참여기업 모집 공고,"사회적기업이 가진 사회적 목적을 얼마나 잘 실현하는지 그 성과와 영향을 종합적ㆍ객관적으로 평가하기 위한「사회적가치지표(SVI) 측정 컨설팅」사업에 참여할 기업을 다음과 같이 모집합니다.  ☞ 경기도 소재 (예비)사회적기업 및 성장지원센터 입주기업, (예비)사회적기업 준비기업 ☞ 교육, 컨설팅을 통한 사회적가치지표(SVI) 측정 지원 - 2025년 SVI 측정시 도정 인센티브 적용",사회적기업,경기도,경영,정보화지원,직접수행,"경기도청 사회적경제육성과 031-8008-3587 / 협동조합 소셜랩 070-4225-2241, sociallab_kr@naver.com",20250620 ~ 20250930,온라인 접수 (네이버폼)
2025년 애니메이션 해외피칭쇼케이스(MIPJunior) 참가기업 모집 공고,"한국콘텐츠진흥원은 한국 애니메이션의 해외시장 진출 및 공동제작 활성화를 위해 ‘2025년 애니메이션 해외피칭쇼케이스(MIPJunior)’ 에 참가할 프로젝트를 모집하오니 국내 기업의 많은 관심과 참여를 부탁드립니다. ☞ 해외 피칭쇼케이스를 통해 공동제작, 투자유치 등 글로벌 진출을 희망하는 국내 애니메이션 기업 ☞ 피칭 컨설팅, 홍보자료 제작, 비즈매칭, 피칭쇼케이스, 여비 등 지원 ※ 자세한 지원내용 공고문 참조",중소기업,문화체육관광부,경영,디자인/상품화/사업화,한국콘텐츠진흥원,"한국콘텐츠진흥원 애니메이션산업팀 (061-900-6413, mj2174@kocca.kr)",20250623 ~ 20250704,온라인 접수 (KOCCA 사업관리시스템)
2025년 MIPCOMㆍMIPJUNIOR 한국공동관 애니메이션 참가기업 모집 공고,"한국콘텐츠진흥원은 한국 애니메이션 콘텐츠의 해외 수출 증진을 위해 MIPCOMㆍMIPJUNIOR 2025 한국공동관 참가기업을 모집하오니 많은 관심과 적극적인 참여를 바랍니다. ☞ 국산 애니메이션의 기획, 제작, 배급 및 유통과 관련하여 해외 수출을 희망하는 국내 기업 ☞ 한국공동관 비즈니스 라운지 제공, 참가사 비즈매칭, 홍보프로모션, 소개용 가이드북(영문) 제작, 홍보 리플렛 제작, 마켓 리포트 제공 등 지원",중소기업,문화체육관광부,수출,해외진출,한국콘텐츠진흥원,"[한국공동관] 한국콘텐츠진흥원 애니메이션산업팀 (061-900-6414, 2do1@kocca.kr) / [웰콘관련] Welcon Help Desk(1566-9984, welcon@kocca.kr)",20250623 ~ 20250704,온라인 접수 (콘텐츠수출마케팅플랫폼(Welcon))
[경기] 북부 2025년 글로벌 사우스 유통망 입점 지원 사업 참여기업 모집 공고,"경기북부지역 소재 중소기업의 글로벌사우스 온ㆍ오프라인 유통망 입점 지원사업에 참여할 기업을 아래와 같이 모집 공고합니다. ☞「중소기업기본법」제2조 및 시행령 제3조에 따른 중소기업으로서 ’24년도 직수출 10만불 미만인 경기 지역 소재 기업 ※ 경기북부(고양시, 구리시, 남양주시, 동두천시, 양주시, 의정부시, 파주시, 포천시, 가평군, 연천군)소재 기업 우선 선정 - 모집품목 : 식품 및 소비재 ☞ (시장조사) 사업 신청 기업을 대상으로 KOTRA 글로벌사우스 지역 무역관을 통한 시장성 평가 후 10개사 선정(국가별 1~2개사) 지원 - (DX지원) KOTRA 플랫폼 디지털 수출(DX)을 활용하여, 바이어 발굴 및 화상상담, 온라인 플랫폼 입점 지원 - (수출상담ㆍ유통망 입점) 현지 유통망 입점을 위한 수출 화상상담 및 수출 지원 - (판촉전 진행) 현지 유통망 입점 후 유통망 내 팝업 스토어나 시식회 등을 활용 판촉전, 혹은 홍보 진행",중소기업,중소벤처기업부,경영,디자인/상품화/사업화,지방중소벤처기업청,경기지방중소벤처기업청 경기북부사무소 (031-820-9033 / kts1976@korea.kr) / KOTRA 경기북부지원본부 (070-7931-0743 / ygd@kotra.or.kr),20250619 ~ 20250707,이메일 접수 (kts1976@korea.kr)
2025년 2분기 충북혁신도시 공공기관 연관산업 기업유치 등 지원사업 모집 공고,"충북혁신도시 이전 공공기관과 연관되는 기업 등을 유치ㆍ육성하여 충북혁신도시를 지역의 새로운 성장거점으로 육성하기 위한「2025년 2분기 혁신도시 공공기관 연관산업 기업유치 등 지원사업」을 다음과 같이 공고합니다. ☞ 충북혁신도시 클러스터 내에 사무공간을 임차하거나 직접 분양받아 입주(건축)하는 기업(창업ㆍ이전), 대학, 연구소(기업 연구소 포함) - 클러스터 부지 외 혁신도시 입주기관으로서 지자체와 MOU를 체결하여 사무공간을 임차 또는 분양 받아 입주한 기업, 대학, 연구소 ※ 자세한 지원대상 공고문 참조 ☞ 임차료 또는 분양비, 건축비 이자 지원(월 2백만원 이내)",중소기업,충청북도,경영,시설/입지지원,직접수행,"충청북도 투자유치국 혁신도시발전과 043-220-4683, 043-220-4703",20250623 ~ 20250704,방문 또는 우편 접수 - 방문 접수처 : 충청북도 혁신도시발전과 - 우편 접수처 : 충청북도 음성군 맹동면 장성로 128(27740)
2025년 중소기업공동AS 지원사업 공고,"한국중소벤처기업유통원에서 우수한 제품을 생산하지만 자체 A/S망을 구축하기 어려운 기업의 대상으로 제품 as관련 무료교육 제공과 영상 제작 및 챗봇 구축 지원사업을 실시합니다. ☞ 중기업, 소기업, 소상공인 - (공통) 중소기업기본법 제 2조 및 사업자등록증명원 상 ‘제조’ 명기된 기업 - A/S상담(콜센터) 및 A/S수리 대행 지원사업 해당 : 국내외 자사공장에서 직접 생산하거나, 국내외 제조시설에서 위탁생산하며 원천기술을 보유한 중소기업 ☞ AS 역량강화 교육, AS 영상콘텐츠 제작, 상담챗봇 구축 지원 ※ 자세한 지원내용 공고문 참조",중소기업,중소벤처기업부,경영,시설/입지지원,한국중소벤처기업유통원,"한국중소벤처기업유통원 마케팅지원팀 02-6678-9324, 9322 / 판판대로 고객센터 02-2656-9021",20250321 ~ 20250831,온라인 접수 (판판대로)
2025년 하반기 관광진흥개발기금 융자지원지침 공고,"관광진흥개발기금법 제5조 및 관광진흥개발기금 관리 및 운용요령 제2조의 규정에 따라 2025년 하반기 관광진흥개발기금 융자지원지침을 공고합니다. ☞ 관광진흥법 제3조에 의한 관광사업자 또는 관광사업 예정자, 또한 관광지, 관광단지, 관광특구내 일부시설 등 ※ 제주특별자치도 소재 사업체는 융자대상에서 제외함 ☞ 하반기 융자규모 1,715억원 이내 지원 - 운영자금 : 최근 1년간 영업비용의 50%, 30억원 이내 - 시설자금(신축, 증축, 개보수) : 하반기 소요자금 100%, 150억원 이내(업종별, 기업별 등 조건별 상이)",중소기업,문화체육관광부,금융,융자,한국관광협회중앙회,한국관광협회중앙회 융자상시지원센터 02-757-7485 / 문화체육관광부 관광정책과 044-203-2826 및 업종별 담당기관 공고문 참조,예산 소진시까지,"업종별 접수처 상이 - 운영자금 : 업종별 관광협회 및 시ㆍ도 관광협회, 한국관광협회중앙회 등 (등기우편 또는 방문, 관광진흥개발기금 융자 홈페이지 온라인 접수) - 시설자금 : 한국산업은행 등 14개 은행 지점 (방문접수)"
[경기] 부천시 2025년 뷰티산업 기업지원 프로그램(기술지도 및 컨설팅) 공고,"부천산업진흥원에서 부천시 뷰티산업 기업지원 프로그램 기술지도 및 컨설팅 사업을 실시하오니 많은 참여 바랍니다. ☞ 부천시 뷰티관련 기업 ☞ 기업-전문가 1:1 매칭 컨설팅 지원(최대3회ㆍ무료) - 패키징 기술, 온라인 마케팅, 제품 사업화, 산업 안전, 기타 자율",중소기업,경기도,경영,컨설팅,한국생산기술연구원,한국생산기술연구원 패키징기술센터 032-624-4759,예산 소진시까지,이메일 접수 (yhyou@kitech.re.kr)
[경기] 부천시 2025년 뷰티산업 기업지원 프로그램(맞춤형 현장방문교육) 공고,"부천산업진흥원에서 부천시 뷰티산업 기업지원 프로그램 맞춤형 현장방문교육 사업을 실시하오니 많은 참여 바랍니다. ☞ 부천시 뷰티관련 기업 ☞ 희망기업의 주제 및 요청일에 맞춰 강사 섭외 및 강사료 전액 지원(2시간 이내, 최대2회) - 패키징 기술, 온라인 마케팅, 제품 사업화, 산업 안전, 기타 자율",중소기업,경기도,경영,교육,한국생산기술연구원,한국생산기술연구원 패키징기술센터 032-624-4759,예산 소진시까지,이메일 접수 (yhyou@kitech.re.kr)
[경기] 부천시 2025년 뷰티산업 기업지원 프로그램(디자인 개발ㆍ시제품 개발) 공고,"부천산업진흥원에서 부천시 뷰티산업 기업지원 프로그램 디자인 개발ㆍ시제품 개발 사업을 실시하오니 많은 참여 바랍니다. ☞ 부천시 뷰티관련 기업 ☞ 최대 300만원 이내 지원  - 뷰티 패키징 디자인 개발 및 개선, 시제품 제작 지원",중소기업,경기도,경영,디자인/상품화/사업화,한국생산기술연구원,한국생산기술연구원 패키징기술센터 032-624-4759,예산 소진시까지,이메일 접수 (yhyou@kitech.re.kr)
2025년 미국 온라인 한국식품관(아마존) 입점기업 추가 수시모집 공고,"우리 농식품기업의 온라인 수출 활성화를 위해「2025년 미국 온라인 한국식품관 입점기업 추가 수시모집」을 추진하오니 많은 신청 바랍니다. ☞ 중견ㆍ중소 식품기업 - 대상품목 : 국산 식품 ☞ 입점지원(3개 품목(SPU)/기업), 통합마케팅(온라인 프로모션) 지원 ※ 자세한 지원내용 공고문 참조",중소기업,농림축산식품부,수출,시장개척,한국농수산식품유통공사,"한국농수산식품유통공사 소비자사업부 061-931-0977, sunshine@at.or.kr",상시 접수,온라인 접수 (수출종합지원시스템) ※ PDF 등 전자 파일로 제출
일본 온라인 한국식품관(큐텐) 입점기업 추가 수시모집 공고,"우리 농식품기업의 온라인 수출 활성화를 위해「2025년 일본 온라인 한국식품관 입점기업 추가 수시모집」 을 추진하오니 많은 신청 바랍니다. ☞ 중견ㆍ중소 식품기업 - 대상품목 : 국산 식품 ☞ 입점지원(3개 품목(SPU)/기업), 통합마케팅(온라인 프로모션) 지원 ※ 자세한 지원내용 공고문 참조",중소기업,농림축산식품부,수출,시장개척,한국농수산식품유통공사,"한국농수산식품유통공사 소비자사업부 061-931-0979, jechoi@at.or.kr",상시 접수,온라인 접수 (수출종합지원시스템) ※ PDF 등 전자 파일로 제출
2025년 기상ㆍ기후테크 기업 투자유치 프로그램 참가 공고,"​기상청과 한국기상산업기술원에서 기상산업의 진흥ㆍ발전을 위해 기상ㆍ기후기업, 탄소 중립, 신재생에너지, 친환경 등 기업의 투자유치를 종합적으로 지원하는 프로그램을 운영하오니 관련 기업의 많은 관심과 참여를 바랍니다.  ☞ 기상ㆍ기후, 탄소중립, 에너지, 친환경 분야 기업으로 TIPSㆍ딥테크 TIPS, SEED~시리즈A 라운드 투자유치 희망 기업(업력 무관, 창업예정자 포함) ☞ TIPS 및 딥테크 TIPS 추천을 위한 직접 투자(1억 ~ 3억), Pre A ~ 시리즈 A 라운드 투자(5억 ~ 30억) 지원 - 사업 내용에 대한 전반적인 진단과 개선 솔루션 제공, BM 고도화 - 팁스 및 딥테크 팁스 참여 기회 제공 : 요건 검토, 적합성, 가능성 제고 - IR 전략 수립 등 전문 투자 심사역의 1:1 맞춤형 멘토링, IR 자료 설계 및 구성, IR 자료 디자인, 투자 포인트 도출 등 종합 컨설팅 - 투자유치 투자 조건 검토, 적합 투자사 발굴 1:1 및 데모데이 개최",중소기업,기상청,경영,디자인/상품화/사업화,한국기상산업기술원,"프로그램 운영 사무국 031-606-6311, admin@kobai.kr",20250623 ~ 20250710,온라인 접수 (구글폼)
2025년 공공구매 유공자 포상계획 연장 공고,"「중소기업제품 구매촉진 및 판로지원에 관한 법률」제21조제6항에 따른 2025년도 공공구매 유공자 포상계획을 다음과 같이 공고하오니 많은 참여와 추천바랍니다. ☞ 공공기관, 공공기관 직원, 중소기업 대표 ☞ 대통령표창 4, 국무총리표창 6, 중소벤처기업부장관표창 35, 환경부장관표창 1, 조달청장표창 4 수여",중소기업,중소벤처기업부,내수,공공구매,한국중소벤처기업유통원,[포상내용] 중소벤처기업부 판로정책과 044-204-7544 / [접수방법] 중소기업유통센터 우선구매팀 042-712-5614,20250609 ~ 20250709,온라인 접수 (공공구매종합정보망)
2025년 중소기업 R&D 우수성과 50선 모집 공고,"중소기업 R&D 우수성과를 적극 발굴ㆍ확산하여 중소기업 R&D 중요성에 대한 대국민 이해와 공감대를 확산하고 중소기업의 연구개발 참여를 활성화하기 위해 「중소기업 R&D 우수성과 50선」을 다음과 같이 모집·공고하오니 많은 참여 바랍니다. ☞ 중소벤처기업부 소관 중소기업 R&D 지원사업을 수행한 중소기업 중 각 분야별 세부지원자격을 충족한 기업 ※ 분야별 세부 신청자격 공고문 참조 ☞ 중소벤처기업부 장관 표창 수여, 사업화 지원(투자유치, 저리융자, 해외진출, 인재채용), R&D 우대 및 홍보 지원",중소기업,중소벤처기업부,기술,시험/인증,중소기업기술정보진흥원,"중소기업기술정보진흥원 성과확산실(044-300-0713, 0716) / 중소벤처기업부 기술개발과(044-204-7762, 7768)",20250625 ~ 20250725,온라인 접수 (중소기업 종합관리시스템)
2025년 스마트혁신제품 제조기업 기술지원 프로그램 통합 공고(스마트혁신제품 제조기업 기술지원 인프라 구축과제),"국내 제조(벤처)기업의 스마트혁신제품 개발 촉진 및 생태계 구축 활성화를 위해「스마트혁신제품 제조기업 기술지원 프로그램」을 다음과 같이 안내하오니 관련 스마트혁신제품 제조(벤처)기업 관계자들의 많은 참여와 관심 부탁드립니다. ☞ 스마트혁신제품을 개발하고자 하는 벤처ㆍ중소기업 또는 스타트업기업, 1인 창업가 등 ☞ 개발ㆍ검증ㆍ개선을 위한 장비 지원 및 사업화 전주기 지원 ※ 자세한 지원내용 공고문 참조",중소기업,산업통상자원부,기술,기술사업화/이전/지도,한국정보기술연구원,"[서울권]한국정보기술연구원(KITRI) 스마트혁신제품기술지원센터 (070-7093-9832, kdh@kitri.re.kr), [경기권]한국기계전기전자시험연구원(KTC)스마트혁신지원센터 (031-428-5686, jslee@ktc.re.kr)",상시 접수,이메일 접수 - Track 1 (장비지원 특화 프로그램) : kdh@kitri.re.kr - Track 2 (사업화 전주기 지원 프로그램) : ujs520@kitri.re.kr ※ Track별 신청방법 상이 자세한 접수방법 공고문 참조
[경기] 부천시 2025년 제조기업 생산공정 자동화 컨설팅 지원사업 추가 모집 공고,지역 로봇산업의 지속성장을 위한 역량 육성 및 제조기업의 경쟁력 향상을 통한 부천 지역의 스마트 제조혁신 거점을 조성하고자 다음과 같이「제조기업 생산공정 자동화 컨설팅 지원사업」모집 공고를 추진하오니 관심 있는 기업들의 많은 참여 바랍니다. ☞ 부천시 중소 제조기업 ☞ 중소 제조기업 생산공정 자동화(스마트공장)를 위한 제조 공정 분석 및 공정자동화 재설계 등 컨설팅(기업당 500만원 이내) 지원 ※ 자세한 지원내용 공고문 참조,중소기업,경기도,경영,컨설팅,부천산업진흥원,"부천산업진흥원 AI콘텐츠융합팀 (032-716-6505, binkang@bizbc.or.kr)",20250620 ~ 20250704,온라인 접수 (부천산업진흥원)
[경기] 2025년 지커넥션 마켓 공동관 참가기업 모집 공고,"경기콘텐츠진흥원은 경기도 콘텐츠 기업의 해외진출 지원을 위하여 아래 마켓의 참가기업을 모집하오니 많은 관심과 참여 부탁드립니다. ☞ 해외진출을 희망하는 도내 콘텐츠 IP 보유 기업 ☞ 대만크리에이티브콘텐츠페스티벌 (TCCF), 아시아TV포럼&마켓 (ATF) 부스, 비품, 숙박, 통역, 마케팅 등 지원 ※ 자세한 지원내용 공고문 참조",중소기업,경기도,내수,오프라인,경기콘텐츠진흥원,"대만크리에이티브콘텐츠페스티벌(TCCF) 032-623-8063, janet@gcon.or.kr / 아시아TV포럼&마켓(ATF) 032-623-8062, kimhyun@gcon.or.kr",20250623 ~ 20250728,온라인 접수 (구글폼)
2025년 하반기 관광진흥개발기금 이차보전 지원 공고,"관광진흥개발기금법 제5조 및 관광진흥개발기금 관리 및 운용요령 제2조의 규정에 따라 2025년 하반기 관광진흥개발기금 이차보전 지원 지침을 공고합니다. ☞ 관광진흥법에 따른 관광사업체 등(동 기간 내 관광기금 융자지원과 중복 신청 불가) ※ 구체적인 이차보전 지원대상 해당 여부는 ‘업종별 신청자격(7~62p)’ 참조 ☞ 자금 선정에 의해 대출된 금액에 대한 이자차액 보전 지원 - 관광사업자가 은행자금으로 대출받고, 문화체육관광부에서 대출이자 중 일부를 지원 - 은행 상담 후 자금 신청을 하여야 하며, 은행 여신규정에 의한 담보(부동산, 보증서 등) 제공이 있어야 대출이 가능함 ※ 자세한 지원내용 공고문 참조",중소기업,문화체육관광부,금융,융자,한국관광협회중앙회,한국관광협회중앙회 융자상시지원센터 02-757-7485,예산 소진시까지,"방문 또는 우편 접수 - 접수처 : 서울시 종로구 인사동5길 14, 한국관광협회중앙회빌딩 3층"
[경기] 안양시 2025년 온라인 플랫폼 입점 지원 사업 모집 공고,"안양산업진흥원은 관내 중소기업 우수제품의 온라인 판로 개척과 판매지원을 위한「2025년 온라인 플랫폼 입점 지원 사업」모집을 다음과 같이 공고합니다. ☞ 안양시 소재 중소기업 중 아래 사항 모두 충족하는 기업 - 완제품 보유기업 및 온라인 쇼핑물 판매 가능한 제품 보유 기업 - 통신판매업 신고증 보유 기업 ※ 단순 유통ㆍ도소매 기업 제외 ☞ 온라인 플랫폼 입점 및 판매활동 등 지원 - 온라인 플랫폼 입점 및 운영, 상세페이지 제작, 기획전 운영 및 프로모션, 온ㆍ오프라인 마케팅 지원",중소기업,경기도,내수,온라인,안양산업진흥원,"안양산업진흥원 기업육성부 031-8045–6711, kakim@aba.or.kr",20250702 ~ 20250704,이메일 접수 (kakim@aba.or.kr)
2025년 시장검증형 오픈이노베이션 참여 창업기업 모집 공고(세종창조경제혁신센터ㆍ현대백화점),"세종창조경제혁신센터는 대ㆍ중견기업과 창업기업의 협업 프로젝트를 통한 혁신성장을 도모하기 위하여 2025년 시장검증형 오픈이노베이션 프로그램에 참여할 창업기업을 다음과 같이 모집하오니 많은 관심과 참여를 바랍니다. ☞ 창업 후 7년 미만 기술창업기업(딥테크 신산업 분야 보유기술 창업기업은 10년 이내 참여 가능)이며, 전국단위 모집 ☞ 전국 현대백화점 및 아울렛 내 유휴공간을 활용하여 고객 체험유형 팝업 매장 조성ㆍ운영 지원 - 선정기업 대상 현대백화점 ‘무료 대관’, ‘마케팅(보도자료, 자사 플랫폼) 등 보유 자원 연계지원",창업벤처,세종특별자치시,창업,사업화지원,세종창조경제혁신센터,세종창조경제혁신센터 글로벌오픈이노베이션팀 044-999-0002,20250620 ~ 20250720,이메일 접수 (yjm@ccei.kr) ※ 반드시 유선 접수확인 (044-999-0002)
2025년 2기 중국 광저우 추계 수출입 상품 교역 전시회(Canton Fair) 한국관 참가기업 모집 공고,"KOTRA와 인천테크노파크는 2025년 10월 23일 ~ 10월 27일 (5일간) 중국 광저우에서 개최되는 ‘2025 중국 광저우 추계 수출입 상품 교역 전시회 (2기) (Canton Fair)’ 한국관 참가기업을 아래와 같이 모집하오니 관심기업들의 많은 신청 바랍니다. ☞ 2025 중국 광저우 추계 수출입 상품 교역 전시회(2기) (Canton Fair) 한국관에 참가를 원하는 기업 - 전시품목 : 건축자재 및 가정용품 등 2기에 해당 품목(건축자재, 욕실설비, 가구만 신청가능) ☞ 부스임차료와 장치비의 70% 이내 국고지원, 운송비 1CBM 편도 100%, 한국관 디렉토리 제작비 100%, 행정, 전시회 현장 지원",중소기업,산업통상자원부,수출,시장개척,대한무역투자진흥공사,"인천테크노파크 032-260-0632, migg7@itp.or.kr / KOTRA 전략전시팀 02-3460-7274, shaojae@kotra.or.kr 및 회원가입ㆍ로그인 오류 문의처 공고문 참조",20250623 ~ 20250711,아래 6가지 신청을 모두 완료해야 최종 신청 완료로 간주 ① 참가신청서(첨부1) (KOTRA 무역투자24 또는 글로벌 전시포털(GEP)) ② Company Profile (주최측 제출용) (첨부2) (migg7@itp.or.kr) ③ 원산지증명서 또는 수출신고필증 (주최측 제출용) ④ 사업자등록증 (영문버전 제출) ⑤ buyKOREA 온라인 상품정보 등록/갱신(24년도 참가기업의 경우 사업신청일 기준 최신 상품 정보로 신규 등록/혹은 갱신 필수) ⑥ 신청금 입금증 (이메일 송부) ※ 자세한 신청방법 공고문 참조
2025년 제26회 한국프랜차이즈산업발전 유공 계획 공고,"프랜차이즈산업의 발전에 기여한 유공자, 우수기업 및 가맹점 발굴 ㆍ시상을 통해 업계의 이미지와 경쟁력을 제고하고 종사자의 사기를 진작하기 위해 ‘2025 제26회 한국프랜차이즈산업발전 유공’을 시행하오니 많은 관심과 참여 바랍니다. ☞ 국내에서 영업 중인 국내ㆍ외 프랜차이즈 가맹본부, 가맹점, 파트너사, 개인 ※ 자세한 신청자격 공고문 참조 ☞ 표창 및 포상 지원 ※ 자세한 지원내용 공고문 참조",중소기업,산업통상자원부,경영,디자인/상품화/사업화,한국프랜차이즈산업협회,"2025 제26회 한국프랜차이즈산업발전 유공 사무국 02-3471-8135~8(내선1번), 070-7919-4145",20250623 ~ 20250820,"이메일 접수 (jinpark@ikfa.or.kr) ※ 원본파일(hwp), 스캔본을 이메일로 송부 ※ 2025.08.20.(수), 18:00까지 제출처 접수분에 한해 인정 ※ 자세한 신청방법 공고문 참조"
