title(공고명),body_text(공고내용),지원대상,소관기관,지원분야(대),지원분야(중),사업수행기관,문의처,신청기간,사업신청방법설명
2025년 aT 농식품 수출보험 지원사업 모집 공고,"aT에서는 환변동, 수출대금 회수불능 위험 등 대내외적 위험 대비 수출업체의 안정적 경영 및 수출 활성화를 위하여 수출보험 지원사업을 추가로 모집하오니, 많은 참여 바랍니다. ☞ 농축산식품 수출업체 ※ 농축산식품에 해당하는 HS CODE는 붙임의 엑셀 참조(임산물, 수산물 지원 제외) ※ 한국무역협회, 한국수산무역협회, 한국산림조합중앙회 및 지자체 등으로부터 보험료 중복지원 불가 ☞ 환변동보험, 단기수출보험 업체당 연간 1억원 지원 - 해외채권 회수대행 10백만원 지원 ※ 자세한 지원내용 공고문 참조",중소기업,농림축산식품부,금융,보험(수출+무역),한국농수산식품유통공사,한국농수산식품유통공사 신선수출지원부 수출보험 담당 061-931-0836 / 한국무역보험공사 고객센터 1588-3884,예산 소진시까지,"환변동, 단기수출보험(일반 선적후, 농수산물 패키지) 및 해외채권 회수 대행은 한국무역보험공사 영업점을 통해 신청 ※ 한국무역보험공사 영업점 주소 공고문 참조 ※ 단체보험은 aT수출종합지원시스템을 통해 신청"
2025년 우수농식품신선도제고(CA유통지원) 사업 모집 공고,"신선농산물의 수확 후 저장ㆍ운송 등 수출물류에서 CA기술을 활용 하여 신선도 향상을 통한 농산물 폐기물량 감축 및 품위 향상을 도모하기 위한「2025년 우수농식품신선도제고(CA유통지원)」사업 참여 업체를 아래와 같이 모집하오니, 많은 신청 바랍니다. ☞ 전년도 수출실적이 무역통계진흥원(Trass) 선적일 기준 미화 10만불 이상이며, 부지확보 등 시설 구축 준비가 완료된 자 ※ 수출실적은 제조자, 수출대행자 중 수치가 높은 것을 기준으로 함 ☞ CA저장고 구축, CA질소발생기 구축 지원",중소기업,농림축산식품부,수출,해외진출,한국농수산식품유통공사,"한국농수산식품유통공사 신선수출지원부 061-931-0836, jmk@at.or.kr",예산 소진시까지,온라인 접수 (aT 수출종합지원시스템)
[경기] 테스트베드 활용 반도체 기술개발사업 테스트베드 활용 기술실증 지원사업 공고,"차세대융합기술연구원 경기도 반도체혁신센터에서 반도체 중소ㆍ중견기업의 원활한 시장 진입을 지원하기 위하여 기술실증 지원사업을 시행합니다. 경기도 내 반도체 분야 기업 관계자분들의 많은 관심과 참여 부탁드립니다. ☞ 경기도 내 반도체 분야 중소ㆍ중견기업 ☞ 기업(영리기관)이 자체 비용으로 선지출한 분석비의 최대 80% 금액 지원(공급가액기준) - 경기도 내 연구기관(차세대융합기술연구원, 한국전자기술연구원, 한국세라믹기술원, 한국나노기술원)을 활용한 성능평가 및 분석 등에 대한 발생 비용 지원 - 산ㆍ학ㆍ연의 해당 분야 전문인력 컨설팅 운영비 지원",중소기업,경기도,기술,기술인력/장비지원,차세대융합기술연구원,차세대융합기술연구원 경기도 반도체혁신센터 반도체기술혁신팀 031-888-9549,예산 소진시까지,온라인 접수 (반도체기술센터 공공지원 플랫폼)
2025년 수출용 선도유지제 구입 지원사업 공고,"aT에서는 신선 농식품의 상품성 제고 및 수출 확대를 위해 선도유지제 구입 지원 사업을 추진하오니, 관심 있는 업체의 많은 신청 바랍니다. ☞ 농식품 수출업체 및 수출농가(법인) ☞ 선도유지제 구입비용 업체당 연간 60백만원 지원",중소기업,농림축산식품부,경영,시설/입지지원,한국농수산식품유통공사,"한국농수산식품유통공사 신선수출지원부(본사) 061-931-0835~6, jmk@at.or.kr 및 aT관할 지역본부 문의처 공고문 참조",예산 소진시까지,온라인 접수 (aT수출종합지원시스템)
2025년 온라인소매상(셀러) 판매지원 사업 운영계획 공고,금년도 aT 온라인도매시장에서 새로이 추진 중인「2025년도 온라인소매상(셀러) 판매지원 사업」 관련 안내드립니다. 본 사업에 관심 있으신 (유망)농가 및 농식품기업 담당자께서는 이메일로 신청양식 일체를 제출해주시기 바랍니다. ☞ 온라인도매시장 가입 완료한 직구매 온라인소매상(셀러) - 온라인도매시장 가입 완료한 판매자 ☞ 온라인소매상(셀러) 취급 상품의 온라인 콘텐츠 제작 지원 - 사진 촬영 : 기업의 상품 및 원자재에 적합한 콘셉트 촬영 서비스 제공 - 영상 촬영 : 기업의 브랜드 및 제품 홍보 영상 서비스 제공 - 상세 페이지 : 기업별 제품에 맞는 콘텐츠 제작 및 디자인 솔루션 제공,중소기업,농림축산식품부,내수,온라인,한국농수산식품유통공사,한국농수산식품유통공사 시장육성부 시장육성부 02-6300-1763,예산 소진시까지,이메일 접수 (kafb2b@at.or.kr)
2025년 산업혁신기반구축사업 기업지원 모집 공고(시험평가),"2025년도 산업통상자원부와 울산광역시가 지원하는 산업혁신기반구축사업의 지원사업 모집계획을 다음과 같이 공고하오니, 해당 프로그램 참여를 희망하는 기업의 많은 신청 바랍니다. ☞ 이차전지 산업 전ㆍ후방 연관 소재ㆍ부품 분야 기업 ※ 울산지역 내 소재하거나 이전 예정인 기업 우선지원 ☞ 폼팩터별 전지 및 모듈/팩 시험평가 지원 - 세부항목 : 성능 평가(용량/수명/출력 등), 안전성 평가, 기타 평가(수요자 요청 등)",중소기업,산업통상자원부,기술,시험/인증,울산테크노파크,"울산테크노파크 이차전지기술지원본부 052-219-0943, 0946 / kjj2238@utp.or.kr, tndbs333@utp.or.kr",20250331 ~ 20251031,신청서 초안 이메일 제출 → 담당자와 사전협의 완료 후 온라인 접수 - 이메일 : kjj2238@utp.or.kr - 온라인 : 울산테크노파크 기업지원사업관리시스템
2025년 산업혁신기반구축사업 기업지원 모집 공고(시제품제작),"2025년도 산업통상자원부와 울산광역시가 지원하는 산업혁신기반구축사업의 지원사업 모집계획을 다음과 같이 공고하오니, 해당 프로그램 참여를 희망하는 기업의 많은 신청 바랍니다. ☞ 이차전지 산업 전ㆍ후방 연관 소재ㆍ부품 분야 기업 ※ 울산지역 내 소재하거나 이전 예정인 기업 우선지원 ☞ 고출력ㆍ고용량 이차전지 소재부품 등을 활용한 시제품제작 지원 - 세부항목 : Lab or pilot 전극제조, 코인셀/파우치셀 전지조립",중소기업,산업통상자원부,경영,디자인/상품화/사업화,울산테크노파크,"울산테크노파크 이차전지기술지원본부 052-219-0943, 0946 / kjj2238@utp.or.kr, tndbs333@utp.or.kr",20250331 ~ 20251031,신청서 초안 이메일 제출 → 담당자와 사전협의 완료 후 온라인 접수 - 이메일 : kjj2238@utp.or.kr - 온라인 : 울산테크노파크 기업지원사업관리시스템
2025년 차세대 이차전지 상용화 지원센터 사업 기업지원 모집 공고(시험평가),"2025년도 산업통상자원부와 울산광역시가 지원하는 차세대 이차전지 상용화 지원센터 사업의 지원사업 모집계획을 다음과 같이 공고하오니, 해당 프로그램 참여를 희망하는 기업의 많은 신청 바랍니다. ☞ 이차전지 산업 전ㆍ후방 연관 소재ㆍ부품 분야 기업 ※ 울산지역 내 소재하거나 이전 예정인 기업 우선지원 ☞ 폼팩터별 전지 및 모듈/팩 시험평가 지원 - 세부항목 : 성능 평가(용량/수명/출력 등), 안전성 평가, 기타 평가(수요자 요청 등)",중소기업,산업통상자원부,기술,시험/인증,울산테크노파크,"울산테크노파크 이차전지기술지원본부 052-219-0943, 0946 / kjj2238@utp.or.kr, tndbs333@utp.or.kr",20250331 ~ 20251031,신청서 초안 이메일 제출 → 담당자와 사전협의 완료 후 온라인 접수 - 이메일 : kjj2238@utp.or.kr - 온라인 : 울산테크노파크 기업지원사업관리시스템
2025년 소상공인 대환대출 지원계획 변경 공고,"소상공인 대환대출 지원계획을 다음과 같이 공고합니다. 본 공고는 「소상공인 대환대출 지원계획」 공고(중소벤처기업부 공고 제2025-150호, 2025.2.28.)에서 아래와 같이 변경한 공고입니다. ☞ 대출금 상환에 어려움을 겪는 중ㆍ저신용 소상공인 ※ 중ㆍ저신용 : 대표(이사)의 NCB개인신용평점 919점 이하 ☞ 동일기업(개인, 법인) 당 5천만원 한도 대출 지원",소상공인,중소벤처기업부,금융,융자,소상공인시장진흥공단,중소기업통합콜센터 (1357) 및 각 취급은행 문의처 공고문 7p 참조,예산 소진시까지,대환대출 취급은행 제출 (공고문 5~6p 참조)
2025년 D.N.A. 융합 제품ㆍ서비스 해외진출 지원 사업 참여기업 모집 공고,"정보통신산업진흥원 및 글로벌디지털혁신네트워크에서는 AI 등 미래디지털 혁신기술 분야 융합 제품ㆍ서비스 기업의 해외 조인트벤처 추진 및 운영 지원을 위한 「D.N.A. 융합 제품ㆍ서비스 해외진출 지원」 참여기업을 아래와 같이 모집하오니 관심있는 기업의 많은 참여 바랍니다. ☞ 해외 현지 조인트벤처(JV) 설립을 위한 현지 파트너사를 보유하고 JV 설립을 추진중이거나, JV 완료 후 사업 운영 중인 미래 디지털 혁신기술 분야 융합 제품ㆍ서비스 보유 중소기업 ☞ AI 등 미래 디지털 기술ㆍ산업 분야 국내외 기업 간 기술매칭형 JV 설립 지원 및 해외 현지 JV 사업운영과 성장 지원",중소기업,과학기술정보통신부,수출,해외진출,정보통신산업진흥원,"글로벌디지털혁신네트워크 사업운영팀 031-8039-6739, 6492, 6782 / jv@gdinfoundation.com",20250408 ~ 20250930,온라인 접수 ※ 재단 홈페이지 신청서 접수 및 구글폼 제출
2025년 중소벤처기업부 소관 소상공인 정책자금 융자계획 변경 공고,"「소상공인 보호 및 지원에 관한 법률」 제9조에 의한 ""2025년도 중소벤처기업부 소관 소상공인 정책자금 융자계획""을 다음과 같이 공고합니다. 본 공고는「2025년 중소벤처기업부 소관 소상공인 정책자금 융자계획(중소벤처기업부 공고 제2024-622호, 2024.12.26.)에서 아래와 같이 변경한 공고입니다. ☞ 「소상공인기본법」 제2조 및 같은 법 시행령 제3조의 소상공인 ※ 자금별 신청대상 상이, 공고문 참조 ☞ 융자한도 및 금리 지원 - (융자한도) 소진공 정책자금 대출잔액과 신규 대출예정액을 합산하여 기업당 운전자금 5억원 이내에서 운용(시설자금 포함 시 10억원 이내) - (대출금리) 정책자금 기준금리(분기별 변동금리)에 사업별 가산금리를 적용하며, 일부자금의 경우 고정금리를 적용",소상공인,중소벤처기업부,금융,융자,소상공인시장진흥공단,중소기업 통합콜센터 (국번없이)1357 및 소상공인시장진흥공단지역센터 연락처 및 관할구역 공고문 5p~ 참조,세부사업별 상이,방문 및 온라인 접수 - 접수처 : 소상공인시장진흥공단 지역센터 방문 접수(지역별 접수처 공고문 참조) - 온라인 : 소상공인정책자금 사이트
2025년 국산 농축산물 구매이행 보증보험 지원사업 공고,"한국농수산식품유통공사 식품기업지원부입니다. 2025년 국산 농축산물 구매이행보증보험 지원사업 안내드리오니 참고 부탁드립니다. ☞ 국내에서 생산되는 농산물ㆍ임산물ㆍ축산물을 원료로 매입하는 업체 - 신청일 기준 사업자등록 후 6개월이 경과하고 거래실적이 있는「중소기업기본법」상 중소기업(연간매출액 1,000억원 이하) ※ 지원대상 업종 : 식품제조․가공업, 식품첨가물제조업, 즉석판매제조ㆍ가공업, 식품소분ㆍ판매업, 축산물가공업, 축산물판매업, 식육포장처리업, 건강기능식품 제조업, 양곡가공업(다만, 식육포장처리업, 축산물판매업, 식품소분판매업은 학교 등 단체급식 납품처인 경우에 한함) ☞ 중소식품제조ㆍ식자재업체의 국산 농축산물 공급업체와의 신용거래를 위한 국산 농축산물 구매이행 보증보험 가입 시 보험료의 80~90%를 정부에서 지원",중소기업,농림축산식품부,금융,보증,한국농수산식품유통공사,한국농수산식품유통공사 식품기업지원부 061-931-0724∼5,예산 소진시까지,온라인 접수 (식품기업지원관리시스템) ※ 오류 방지를 위해 chrome으로 접속 권장
2025년 시뮬레이션 기반 기업지원 사업  모집 공고,중소ㆍ중견 기업의 기술적 애로해소 및 사업화 지원을 통해 제조기업의 디지털 전환을 위한 2025년 「시뮬레이션 기반 기업지원 사업」을 아래와 같이 공고하오니 동 사업에 참여를 희망하는 기업은 공고 내용에 따라 신청하여 주시기 바랍니다. ☞ 중소ㆍ중견기업 ☞ 기업 맞춤형 시뮬레이션 기술 지원/교육 지원/장비 지원,중소기업,산업통상자원부,기술,기술사업화/이전/지도,한국전기연구원,"한국전기연구원 기업지원실 055-280-2493, asoulmate@keri.re.kr",상시 접수,"이메일, 온라인 접수 - 이메일 : asoulmate@keri.re.kr - 온라인 : 한국전기연구원 공정혁신 시뮬레이션센터 기업지원 시스템"
[경기] 2025년 국가기술거래플랫폼 서비스 기술코칭 참여기업 모집 공고,경기도와 경기테크노파크는 도내 중소기업의 기술이전 및 사업화 촉진을 위하여 기술코칭(기술 및 기술사업화 컨설팅) 지원사업을 다음과 같이 공고하오니 희망하는 기업은 많은 참여 바랍니다. ☞ 경기도에 본사 또는 공장이 소재하는 중소기업 ☞ 전문가 연계를 통한 1:1 집중 코칭 지원 - 업체당 최대 2백만원(기업부담금 없음) 지원 ※ 자세한 지원내용 공고문 참조,중소기업,경기도,기술,기술사업화/이전/지도,경기테크노파크,"경기테크노파크 기술사업화팀 031-500-3037, kkchoi@gtp.or.kr",예산 소진시까지,이메일 접수 (kkchoi@gtp.or.kr)
디지털 제품 기능(사용성)테스트 지원 기업 모집 공고,대전정보문화산업진흥원에서는 전문교육과 경력을 보유한 전문 소프트웨어 분야 테스터를 운영하고 있습니다. 자사 디지털 제품의 기능(사용성)테스트 의뢰를 희망하는 기업들의 많은 관심과 참여 부탁드립니다.  ☞ 자사 디지털 제품의 기능(사용성)테스트 의뢰를 희망하는 기업 ☞ 디지털 제품의 기능(사용성)테스트를 전문 테스터 수행 후 결과보고서 기업 지원(무료진행),중소기업,대전광역시,기술,시험/인증,대전정보문화산업진흥원,대전정보문화산업진흥원 디지털기술지원팀 (042-479-4166),예산 소진시까지,이메일 접수 (ukr@dicia.or.kr)
2025년 전동화 건설농기계 기술전환 기반구축사업 기술지도ㆍ시험ㆍ평가ㆍ인증 수혜기업 모집 공고(스마트 특성화 기술전환 기반구축),"전북테크노파크에서는 “2025년 전동화 건설농기계 기술전환 기반구축 사업”의 일환으로, 전북지역 건설ㆍ농기계 산업의 전동화를 통한 기업 경쟁력 강화를 위해관련 기업을 대상으로 “기술지도, 시험ㆍ평가ㆍ인증” 기술지원을 진행하오니 많은 참여 바랍니다. ☞ 도내외 건설ㆍ농기계(본사, 공장, 연구소 등) 관련 기업 및 전ㆍ후방 연관기업 - 전ㆍ후방 연관기업 : 건설ㆍ농기계 완제품 제조뿐만 아니라 전동화와 관련된 제품, 부속품, 요소부품, 모듈 등을 개발하는 기업 포함 ☞ 기술지도, 시험ㆍ평가ㆍ인증 등 지원 ※ 자세한 지원사항 공고문 참조",중소기업,전북특별자치도,기술,공동기술개발,전북테크노파크,"전북테크노파크 063-720-3715, handhh@jbtp.or.kr 및 문의처 공고문 p.3 참조",예산 소진시까지,이메일 접수 ※ 기관별 접수 이메일이 상이하므로 공고문 p.3 참조
팁스 비R&D 연계사업(창업사업화ㆍ해외마케팅)(2025년 팁스(TIPS) 창업기업 지원계획 통합 공고),"팁스R&D 등에 선정된 창업기업을 대상으로 시제품 제작, 국내ㆍ외 마케팅 활동 등을 지원하여 기술창업 성공률 제고를 위한 사업입니다. ☞ ’24년까지 팁스R&D(일반트랙, 딥테크트랙)를 협약(완료)한 기업으로 모집 차수별 접수 마감일 기준 창업 7년 이내인 기업 ☞ 창업사업화ㆍ해외마케팅 자금 합계 최대 3억원 지원 ※ (공통내용) 통합공고문 전체 페이지 참조(사업개요, 공고일정 등) ※ (상세내용) 첨부된 통합공고문 18~20페이지 4번, 팁스 비R&D 연계사업(창업사업화ㆍ해외마케팅) 사업 참조",창업벤처,중소벤처기업부,창업,사업화지원,한국엔젤투자협회,창업진흥원 민관협력팀(국번없이) 1357 / 한국엔젤투자협회 연계사업팀 02-3440-7421,상시 접수,"※ 팁스 운영사별 자체 공모 참여, 투자심사역 면담, 이메일 등 운영사 개별 문의 - 팁스 사업 홈페이지(www.jointips.or.kr) 및 팁스 지원사업 문의처 공고문 23p 참조"
[경북] 영주시 2025년 소상공인 카드수수료 지원사업 참여점포 모집 공고,"경상북도경제진흥원에서는 국내외 경기침체로 어려움을 겪고 있는 소상공인들을 위한 '소상공인 카드수수료 지원사업' 참여점포를 다음과 같이 모집하오니 많은 신청 부탁드립니다. ☞ 2024년 매출액 4억원 이하이며, 사업자등록증 상의 소재지가 영주시인 소상공인 ☞ 2024년도 카드 매출액의 0.5%~1.1% 업체당 최저 10만원, 최대 100만원 지원",소상공인,경상북도,경영,시설/입지지원,경상북도경제진흥원,"경상북도경제진흥원 북부지소 054-900-3800, 3839",예산 소진시까지,"온라인 및 방문 접수 - 온라인 : 행복카드 kr - 접수처 : 경상북도경제진흥원 북부지소(안동시 북순환로 387, 2층) 읍, 면, 동 행정복지센터 / 영주시 소상공연연합회(경북 영주시 목민로 29, 2층)"
팁스R&D 글로벌 트랙(2025년 팁스(TIPS) 창업기업 지원계획 통합 공고),"해외 투자 등과 연계를 통해 글로벌 진출 기반 강화를 위한 연구개발을 지원하여 국내 유망 스타트업을 글로벌 혁신기업으로 육성 지원해드리는 사업입니다. ☞ 중소기업창업 지원법 제2조에 따른 중소기업을 창업하여 사업을 개시한 날부터 7년이 지나지 아니한 기업 또는 중소기업 창업 지원법 제25조에 따른 사업을 개시한 날로부터 10년이 지나지 않은 중소기업 ☞ 팁스R&D 글로벌 트랙 최대 12억원 - (자금 지원) 운영사의 엔젤투자금 3억원 이상에 정부가 3년간 연구개발비 최대 12억원을 매칭 지원 - (기타 지원) 운영사가 보육ㆍ멘토링, 글로벌 진출 등을 종합 지원 ※ (공통내용) 통합공고문 전체 페이지 참조(사업개요, 공고일정 등) ※ (상세내용) 첨부된 통합공고문 13~17페이지 3번, 팁스R&D 글로벌트랙 사업 참조",창업벤처,중소벤처기업부,창업,사업화지원,중소기업기술정보진흥원,중소기업기술정보진흥원 팁스글로벌실 02-2280-0461~4,상시 접수,"※ 팁스 운영사별 자체 공모 참여, 투자심사역 면담, 이메일 등 운영사 개별 문의 - 팁스 사업 홈페이지(www.jointips.or.kr) 및 팁스 지원사업 문의처 공고문 23p 참조"
팁스R&D 딥테크 트랙(2025년 팁스(TIPS) 창업기업 지원계획 통합 공고),"우수 기술ㆍ인력을 보유한 신산업 스타트업을 육성하기 위해 긴 초기 연구개발 기간과 높은 자본 지출을 동반하는 초격차 분야 딥테크 기업을 지원해드리는 사업입니다. ☞ 중소기업창업 지원법 제2조에 따른 중소기업을 창업하여 사업을 개시한 날부터 7년이 지나지 아니한 기업 또는 중소기업창업 지원법 제25조에 따른 사업을 개시한 날로부터 10년이 지나지 않은 중소기업 ☞ 팁스R&D 딥테크 트랙 최대 15억원 지원 - (자금 지원) 운영사의 엔젤투자금 3억원 이상에 정부가 3년간 연구개발비 최대 15억원을 매칭 지원 - (기타 지원) 운영사가 보육ㆍ멘토링, 글로벌 진출 등을 종합 지원 ※ (공통내용) 통합공고문 전체 페이지 참조(사업개요, 공고일정 등) ※ (상세내용) 첨부된 통합공고문 8~12페이지 2번, 팁스R&D 딥테크 트랙 사업 참조",창업벤처,중소벤처기업부,창업,사업화지원,중소기업기술정보진흥원,중소기업기술정보진흥원 팁스글로벌실 02-2280-0461~4,상시 접수,"※ 팁스 운영사별 자체 공모 참여, 투자심사역 면담, 이메일 등 운영사 개별 문의 - 팁스 사업 홈페이지(www.jointips.or.kr) 및 팁스 지원사업 문의처 공고문 23p 참조"
팁스R&D 일반트랙(2025년 팁스(TIPS) 창업기업 지원계획 통합 공고),"팁스 운영사가 창업기업을 선별하여 1~2억원의 투자 후 추천하면, 정부는 평가를 거쳐 R&D자금 최대 5억원을 매칭 지원해드리는 사업입니다. ☞ 「중소기업창업 지원법」 제2조에 따른 중소기업을 창업하여 사업을 개시한 날부터 7년이 지나지 아니한 기업 ☞ 팁스R&D 일반트랙 최대 5억원 지원 - (자금 지원) 운영사의 엔젤투자금 1~2억원에 정부가 연구개발비 최대 5억원을 매칭 지원하고, 창업사업화ㆍ해외마케팅 자금 등을 연계지원 - (기타 지원) 운영사가 보육ㆍ멘토링, 글로벌 진출 등을 종합 지원 ※ (공통내용) 통합공고문 전체 페이지 참조(사업개요, 공고일정 등) ※ (상세내용) 첨부된 통합공고문 2~7페이지 1번, 팁스R&D 일반트랙 사업 참조",창업벤처,중소벤처기업부,창업,사업화지원,한국엔젤투자협회,"한국엔젤투자협회 평가팀 02-3440-7421 / 한국벤처캐피탈협회 평가팀 02-3017-7053, 7070",상시 접수,"※ 팁스 운영사별 자체 공모 참여, 투자심사역 면담, 이메일 등 운영사 개별 문의 - 팁스 사업 홈페이지(www.jointips.or.kr) 및 팁스 지원사업 문의처 공고문 23p 참조"
2025년 디지털커머스 전문기관(소담스퀘어 in 보라매) 지원사업 모집 공고,"소상공인 디지털 전환 및 온라인 판로 확대 도모 및 소상공인 해외 판로 확대를 위한 콘텐츠 제작 등을 지원해드리는 사업입니다. ☞ 유효기간 내 중소기업 확인서를 확보한 전국 소상공인 ☞ 온라인 진출 교육, 인플루언서 특강, TV광고 제작 및 송출, SNS숏폼 영상지원, 라이브커머스 송출, 온라인커머스 기획전 등 지원",소상공인,중소벤처기업부,경영,교육,한국중소벤처기업유통원,소담스퀘어 보라매 사업담당자 02-834-1072,예산 소진시까지,온라인 접수 (판판대로)
2025년 디지털커머스 전문기관(소담스퀘어 in 부산) 소상공인 온라인 판매기획전 지원대상 모집 공고,"지역 소상공인의 매출확대 및 디지털커머스 역량강화를 지원하는 「2025년 소상공인 온라인 판매기획전」 사업을 추진함에 따라 본 사업에 참여할 업체를 모집하오니 많은 참여 바랍니다.  ☞ 사업자등록을 한 국내 소재 소상공인 - 「소상공인 보호 및 지원에 관한 법률」에 규정한 소상공인으로 최종 소비자에게 판매 가능한 완제품 소비재를 제조/판매/서비스하는 업종 ☞ 오픈마켓(롯데온) 입점, 온라인 판매기획전 진행, 홍보ㆍ마케팅 지원",소상공인,중소벤처기업부,경영,교육,한국중소벤처기업유통원,"(재)부산경제진흥원 소상공인육성팀 051-600-1363, f14@bepa.kr",상시 접수,온라인 접수 - 판판대로 및 소담스퀘어 in 부산(https://bssodam.or.kr/) ※ 위 2가지 홈페이지에서 모두 신청 완료하여야 함
2025년 팁스(TIPS) 창업기업 지원계획 통합 공고,"민간투자와 연계하여 초기 유망 창업기업을 성장단계별로 발굴ㆍ지원하기 위한 「2025년 팁스(TIPS) 창업기업 지원계획」을 다음과 같이 공고하오니, 프로그램에 참여를 희망하는 창업기업은 안내에 따라 신청하시기 바랍니다. ☞ 팁스 운영사로부터 투자 및 추천을 받은 (예비)창업기업, 10대 초격차 분야 창업기업, 글로벌 진출 역량 보유 창업기업 등 ※ 세부사업별 지원대상 상이, 공고문 확인 必 ☞ 팁스R&D 일반트랙 최대 5억원, 팁스R&D 딥테크 트랙 최대 15억원, 팁스R&D 글로벌 트랙 최대 12억원, 팁스 비R&D 연계사업 최대 3억원 및 기술료 납부 지원",창업벤처,중소벤처기업부,창업,사업화지원,한국엔젤투자협회,중소기업 통합콜센터(국번없이 1357) 및 기관별 문의처 공고문 23p 참조,세부사업별 상이,"※ 팁스 운영사별 자체 공모 참여, 투자심사역 면담, 이메일 등 운영사 개별 문의 - 팁스 사업 홈페이지(www.jointips.or.kr) 및 팁스 지원사업 문의처 공고문 23p 참조"
[제주] 2025년 중소기업육성자금 융자지원계획 변경 공고,"「제주특별자치도 중소기업육성기금 조례」제6조에 따른 “2025년  제주특별자치도 중소기업육성자금 융자지원계획”을 다음과 같이 변경 공고합니다. ☞ 제주특별자치도에 사업장을 둔 중소기업ㆍ소상공인  ※ 자세한 지원대상 공고문 참조 ☞ 시설투자자금, 경영안정자금 지원 ※ 자세한 지원내용 공고문 참조",중소기업,제주특별자치도,금융,융자,제주특별자치도경제통상진흥원,"제주특별자치도 소상공인과 064-710-3905, 3906 / 제주특별자치도 경제통상진흥원 자금지원팀 [제주시] 064-805-3370 / [서귀포시] 064-805-3380",상시 접수,방문 접수 - 접수처 : 제주특별자치도 경제통상진흥원 자금지원팀 ㆍ(제주시) 제주시 연삼로 473 경제통상진흥원 지하1층 ㆍ(서귀포시) 서귀포시 일주동로 8532 축산업협동조합 3층
글로벌 SW 인재 채용 연계 프로그램 사업 참여 기업 모집 공고,"벤처기업의 IT 인재 채용 어려움을 해결하기 위해 중소벤처기업부와 벤처기업협회는 국내 벤처기업을 위한 ‘해외 우수 소프트웨어 개발자 채용 지원 프로그램’을 지원하고 있습니다. ☞ IT 인력이 필요한 국내 벤처기업 (과거 벤처기업확인 이력 있는 기업 포함) ☞ 국내 유입/체류형 고용 시 (최대 500만원까지 지원) 인도 SW 인재 한국 방문 항공권 지원, E7 비자 발급 지원, 초기 정착 지원 (체류비 등), 비자 발급 비용 등 채용 부대 비용 지원 - 인도 현지 원격 근무형 고용 시, 개발자 채용 관련 부대비용 지원 - 채용 공고 게시 및 우수 인재 매칭 시 채용수수료(150만원 상당) 전액 지원",중소기업,중소벤처기업부,인력,국내전문인력,벤처기업협회,"벤처기업협회 혁신인재팀 02-6331-7044, hjk@kova.or.kr / 맥킨리라이스 sales@redrob.io (문의처 공고문 참조)",상시 접수,온라인 접수 (벤처기업협회)
[경기] 파주시 청년창업 멘토링 지원 참여기업 모집 공고(파주청년창업지원센터),"파주시와 경기테크노파크에서는 파주청년창업지원센터 입주기업과 관내 예비ㆍ초기창업자의 성공 창업을 지원하기 위하여 각 분야 전문가와의 멘토링을 지원하고자 하오니 많은 관심과 참여 바랍니다. ☞ 파주청년창업지원센터 입주기업 및 파주시 39세 이하 예비ㆍ초기창업기업(3년 미만), 부사관이상 제대군인 및 6개월 이내 제대 예정자 ☞ 청년창업 컨설팅ㆍ멘토링 자문 4회, 기업 당 1백만원 지원 ※ 자세한 지원사항 공고문 참조",창업벤처,경기도,창업,예비창업자지원,경기테크노파크,파주청년창업지원센터 운영실 031-940-9796~7,예산 소진시까지,이메일 접수 (minji9504@gtp.or.kr)
2025년 전자상거래수출시장진출사업(온라인수출 공동물류 사업) 참여기업 모집 공고,"중소기업 온라인수출 물량 집적을 통해 물류비 절감, 배송 최적화 등 수출물류 부담을 완화하고 수출 경쟁력을 제고하는 2025년 온라인수출 공동물류사업 참여기업을 다음과 같이 모집합니다. ☞ 「중소기업 기본법 제2조 및 같은 법 시행령 제3조」에 따른 중소기업 ☞ 물류비 상시 할인 및 풀필먼트 지원 - 물류비 상시할인 : 수행기관(협약 물류사, 8p 참조)을 통한 온라인수출물품의 해외배송비 할인 및 목록통관 수출신고 변환 지원 - 풀필먼트 서비스 : 수행기관(협약 물류사, 8p 참조), 개별 이용 물류사, 글로벌플랫폼을 통한 풀필먼트 이용료 지원",중소기업,중소벤처기업부,수출,해외진출,중소벤처기업진흥공단,"중소벤처기업진흥공단 해외진출사업처 (gongdong@gobizkorea.com) / 고비즈코리아 고객지원센터 (1588-6234, help@gobizkorea.or.kr)",20250409 ~ 20250829,온라인 접수 (고비즈코리아)
2025년 중소기업 채용관리솔루션 지원사업 이용기업 모집 공고,"2025년도 고용노동부「중소기업 채용관리솔루션 지원사업」민간위탁사업에 대하여 붙임과 같이 이용기업을 모집하오니, 해당 사업에 참여하고자 하는 사업장은 신청하여 주시기 바랍니다. ☞ 채용관리솔루션(ATS)을 신규 도입하고자 하는 중소기업 ☞ 공모를 통해 선정된 플랫폼 사의 ATS를 도입ㆍ활용한 기업에 ATS 서비스 사용료의 80%(최대 40만원, 자부담 20%) 지원",중소기업,고용노동부,인력,고용환경개선,한국능률협회,"한국능률협회 일자리창출본부 02-3274-9279, 9295",20250326 ~ 20251031,온라인 접수 (한국능률협회 누리집)
